C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
					Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	MWh	MWh	%	%	Euro/MWh	Euro/MWh	Euro	Euro	MWh	MWh	MWh	MWh	Hours	Hours	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	 	 
	index	day	month	hour	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max
	5041	30	JUL	00:00	7	1	3	7	1	1	9	1	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5042	30	JUL	01:00	7	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5043	30	JUL	02:00	9	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	7	2	8	1	1	1	2	1	1	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5044	30	JUL	03:00	9	1	3	7	1	1	9	3	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5045	30	JUL	04:00	7	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5046	30	JUL	05:00	7	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5047	30	JUL	06:00	9	3	3	7	1	1	9	3	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	4	3	7	1	1	9	7
	5048	30	JUL	07:00	6	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	1	1	1	1	6	1	1	2	7	2	8	1	1	1	2	1	6	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5049	30	JUL	08:00	9	8	3	7	1	1	6	3	2	8	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5050	30	JUL	09:00	9	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	1	1	1	1	1	9	1	1	2	7	2	8	1	1	1	2	1	9	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5051	30	JUL	10:00	6	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2	7	2	8	1	1	1	2	2	4	1	1	1	1	1	1	9	1	3	1	3	7	1	1	9	7
	5052	30	JUL	11:00	6	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	4	3	7	1	1	9	7
	5053	30	JUL	12:00	6	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5054	30	JUL	13:00	9	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	4	3	7	1	1	9	7
	5055	30	JUL	14:00	9	3	3	7	1	1	9	3	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	2	8	1	1	1	2	2	1	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	5056	30	JUL	15:00	9	8	3	7	1	1	6	3	2	8	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	5	7	5	7	1	1	9	7
	5057	30	JUL	16:00	9	8	4	5	1	1	9	3	2	8	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	4	5	7	1	1	9	7
	5058	30	JUL	17:00	7	8	4	5	1	1	9	3	2	8	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	9	1	3	7	5	7	1	1	9	7
	5059	30	JUL	18:00	7	8	3	5	1	1	6	3	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	5	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	5	7	5	7	1	1	9	7
	5060	30	JUL	19:00	7	1	3	5	1	1	6	3	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	3	7	5	7	1	1	9	7
	5061	30	JUL	20:00	6	5	4	5	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	5	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	5	7	5	7	1	1	9	7
	5062	30	JUL	21:00	7	8	3	5	1	1	6	3	2	8	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	3	7	5	7	1	1	9	7
	5063	30	JUL	22:00	6	8	4	5	1	1	6	3	2	8	1	1	1	1	1	1	6	8	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	9	1	3	7	5	7	1	1	9	7
	5064	30	JUL	23:00	9	8	4	5	1	1	6	3	2	8	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	9	1	3	7	5	7	1	1	9	7
	5065	31	JUL	00:00	6	1	4	8	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	2	5	1	1	2	7	2	8	1	1	1	2	2	5	1	1	1	1	1	1	6	1	3	7	5	7	1	1	9	7
	5066	31	JUL	01:00	6	1	3	5	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	7	2	8	1	1	1	2	1	5	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5067	31	JUL	02:00	6	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	6	1	5	3	5	7	1	1	9	7
	5068	31	JUL	03:00	4	1	3	7	1	1	6	3	2	8	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	6	1	5	4	5	7	1	1	9	7
	5069	31	JUL	04:00	7	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	2	8	1	1	1	2	2	1	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5070	31	JUL	05:00	7	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	2	8	1	1	1	2	2	1	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5071	31	JUL	06:00	7	3	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	8	1	1	1	2	1	7	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5072	31	JUL	07:00	7	8	3	7	1	1	6	3	2	8	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	3	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5073	31	JUL	08:00	4	3	3	7	1	1	7	3	2	8	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	6	1	5	4	5	7	1	1	9	7
	5074	31	JUL	09:00	4	3	3	7	1	1	7	3	2	8	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	6	1	5	4	5	7	1	1	9	7
	5075	31	JUL	10:00	4	3	3	7	1	1	7	3	2	8	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	8	1	1	1	2	1	4	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5076	31	JUL	11:00	6	3	3	7	1	1	7	3	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	1	1	1	1	6	1	1	2	7	2	8	1	1	1	2	1	6	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5077	31	JUL	12:00	7	3	3	5	1	1	6	3	2	8	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	2	8	1	1	1	2	2	1	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5078	31	JUL	13:00	7	3	3	5	1	1	7	3	2	8	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	7	2	8	1	1	1	2	1	5	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	5079	31	JUL	14:00	7	2	4	2	1	1	7	3	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	7	2	8	1	1	1	2	4	1	1	1	1	1	1	1	6	1	3	7	5	7	1	1	9	7
	5080	31	JUL	15:00	7	2	4	2	1	1	7	3	2	8	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	7	2	8	1	1	1	2	2	5	1	1	1	1	1	1	6	1	2	1	5	7	1	1	9	2
	5081	31	JUL	16:00	9	5	4	2	1	1	7	3	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	5	1	1	1	8	1	1	2	7	2	8	1	1	1	2	1	8	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	5
	5082	31	JUL	17:00	6	2	4	2	1	1	7	5	2	8	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	8	1	1	2	5	1	1	2	7	2	8	1	1	1	2	2	5	1	1	1	1	1	1	6	1	2	7	5	7	1	1	9	2
	5083	31	JUL	18:00	9	2	4	2	1	1	7	5	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	2	1	1	6	5	1	1	2	7	2	8	1	1	1	2	6	5	1	1	1	1	1	1	6	1	4	7	5	7	1	1	9	2
	5084	31	JUL	19:00	9	2	4	2	1	1	7	5	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	2	1	1	6	5	1	1	2	7	2	8	1	1	1	2	6	5	1	1	1	1	1	1	6	1	6	7	5	7	1	1	9	2
	5085	31	JUL	20:00	9	2	4	2	1	1	7	5	2	8	1	1	1	1	1	1	9	2	1	1	1	1	1	1	1	2	1	1	2	4	1	1	2	7	2	8	1	1	1	2	2	5	1	1	1	1	1	1	6	1	6	7	5	7	1	1	9	2
	5086	31	JUL	21:00	7	1	3	2	1	1	7	5	2	8	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	2	1	1	6	3	1	1	2	7	2	8	1	1	1	2	6	5	1	1	1	1	1	1	6	1	6	7	5	7	1	1	9	7
	5087	31	JUL	22:00	9	8	3	8	1	1	7	5	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	8	1	1	1	3	1	1	2	7	2	8	1	1	1	2	1	5	1	1	1	1	1	1	6	1	6	7	5	7	1	1	9	7
	5088	31	JUL	23:00	9	1	4	8	1	1	7	5	2	8	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	7	2	8	1	1	1	2	1	5	1	1	1	1	1	1	6	1	4	7	5	7	1	1	9	7
	5089	01	AUG	00:00	7	2	4	2	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	9	2
	5090	01	AUG	01:00	7	5	9	5	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	5	1	1	5	8	1	1	2	7	2	3	1	1	1	2	5	8	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	5091	01	AUG	02:00	7	1	4	8	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	4	1	4	7	5	7	1	1	5	7
	5092	01	AUG	03:00	7	8	3	2	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	8	1	1	1	5	1	1	2	7	2	3	1	1	1	2	1	5	1	1	1	1	1	1	4	1	4	7	5	7	1	1	5	7
	5093	01	AUG	04:00	1	2	3	8	1	1	7	5	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	2	3	1	1	1	2	2	1	1	1	1	1	1	1	4	1	5	1	5	7	1	1	5	7
	5094	01	AUG	05:00	7	2	3	5	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	4	1	5	7	5	7	1	1	5	7
	5095	01	AUG	06:00	7	5	3	5	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	5	1	1	1	8	1	1	2	7	2	3	1	1	1	2	1	8	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	7
	5096	01	AUG	07:00	9	5	3	5	1	1	7	5	2	3	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	5	1	1	1	9	1	1	2	7	2	3	1	1	1	2	1	9	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	7
	5097	01	AUG	08:00	7	5	3	5	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	5	1	1	1	7	1	1	2	7	2	3	1	1	1	2	1	7	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	7
	5098	01	AUG	09:00	7	2	3	5	1	1	7	3	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	1	6	1	1	2	7	2	3	1	1	1	2	1	6	1	1	1	1	1	1	4	1	5	7	5	7	1	1	5	7
	5099	01	AUG	10:00	7	2	3	5	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	2	5	1	1	2	7	2	3	1	1	1	2	2	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	5	7
	5100	01	AUG	11:00	3	2	3	8	1	1	7	5	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	4	1	6	7	5	7	1	1	5	7
	5101	01	AUG	12:00	7	5	4	5	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	5	1	1	1	6	1	1	2	7	2	3	1	1	1	2	1	6	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	5102	01	AUG	13:00	7	5	4	6	1	1	7	5	2	3	1	1	1	1	1	1	7	4	1	1	1	1	1	1	1	5	1	1	4	1	1	1	2	7	2	3	1	1	1	2	4	8	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	5103	01	AUG	14:00	7	5	4	2	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	5	1	1	5	8	1	1	2	7	2	3	1	1	1	2	5	8	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	5104	01	AUG	15:00	9	2	9	2	1	1	7	5	2	3	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	2	1	1	2	5	1	1	2	7	2	3	1	1	1	2	2	5	1	1	1	1	1	1	4	1	2	7	5	7	1	1	9	2
	5105	01	AUG	16:00	9	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	9	5
	5106	01	AUG	17:00	7	2	3	9	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	9	5
	5107	01	AUG	18:00	3	5	4	9	1	1	7	5	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	1	5	1	1	5	3	1	1	2	7	2	3	1	1	1	2	5	8	1	1	1	1	1	1	4	1	5	1	5	7	1	1	9	5
	5108	01	AUG	19:00	7	8	7	9	1	1	7	3	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	7	5	1	1	5	3	1	1	2	7	2	3	1	1	1	2	5	3	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	5109	01	AUG	20:00	3	8	3	9	1	1	7	5	2	3	1	1	1	1	1	1	5	7	1	1	1	1	1	1	3	8	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	8	7	5	7	1	1	3	8
	5110	01	AUG	21:00	7	2	4	9	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	3	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	3	2
	5111	01	AUG	22:00	7	2	1	9	1	1	7	5	2	3	1	1	1	1	1	1	7	4	1	1	1	1	1	1	1	2	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	9	2
	5112	01	AUG	23:00	9	2	4	2	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	6	7	5	7	1	1	9	2
	5113	02	AUG	00:00	9	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	4	7	5	7	1	1	9	2
	5114	02	AUG	01:00	7	2	9	2	1	1	7	3	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	2	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	4	7	5	7	1	1	5	7
	5115	02	AUG	02:00	7	5	3	2	1	1	7	5	2	3	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	5	1	1	3	1	1	1	2	7	2	3	1	1	1	2	3	1	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	5
	5116	02	AUG	03:00	7	2	3	2	1	1	7	3	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	1	6	1	1	2	7	2	3	1	1	1	2	1	6	1	1	1	1	1	1	5	7	4	7	5	7	1	1	5	7
	5117	02	AUG	04:00	9	2	3	2	1	1	7	3	2	3	1	1	1	1	1	1	9	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	7	2	3	1	1	1	2	3	1	1	1	1	1	1	1	5	7	6	7	5	7	1	1	5	7
	5118	02	AUG	05:00	7	5	3	2	1	1	7	3	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	5	1	1	1	7	1	1	2	7	2	3	1	1	1	2	1	7	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	7
	5119	02	AUG	06:00	7	2	3	8	1	1	7	3	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	1	7	1	1	2	7	2	3	1	1	1	2	1	7	1	1	1	1	1	1	5	7	5	7	5	7	1	1	5	7
	5120	02	AUG	07:00	3	2	3	2	1	1	7	3	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	5	7	5	3	5	7	1	1	5	7
	5121	02	AUG	08:00	7	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	5	7	5	7	5	7	1	1	5	7
	5122	02	AUG	09:00	4	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	7	2	3	1	1	1	2	1	4	1	1	1	1	1	1	5	7	5	7	5	7	1	1	5	7
	5123	02	AUG	10:00	1	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	7	2	3	1	1	1	2	2	5	1	1	1	1	1	1	5	7	6	7	5	7	1	1	5	7
	5124	02	AUG	11:00	7	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	7	2	3	1	1	1	2	3	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	5	7
	5125	02	AUG	12:00	7	5	3	5	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	5	1	1	1	8	1	1	2	7	2	3	1	1	1	2	1	8	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	5
	5126	02	AUG	13:00	9	5	4	5	1	1	7	5	2	3	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	5	1	1	4	8	1	1	2	7	2	3	1	1	1	2	4	8	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	5
	5127	02	AUG	14:00	9	2	4	2	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	4	7	5	7	1	1	9	5
	5128	02	AUG	15:00	9	2	7	2	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	6	7	5	7	1	1	9	5
	5129	02	AUG	16:00	7	8	4	2	1	1	7	5	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	8	1	1	8	5	1	1	2	7	2	3	1	1	1	2	8	5	1	1	1	1	1	1	5	7	8	7	5	7	1	1	9	8
	5130	02	AUG	17:00	9	2	7	9	1	1	7	5	2	3	1	1	1	1	1	1	5	7	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	6	7	5	7	1	1	9	2
	5131	02	AUG	18:00	9	2	4	9	1	1	7	5	2	3	1	1	1	1	1	1	5	7	1	1	1	1	1	1	1	2	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	6	7	5	7	1	1	9	2
	5132	02	AUG	19:00	7	2	3	9	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	2
	5133	02	AUG	20:00	7	5	3	9	1	1	7	5	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5	1	1	2	3	1	1	2	7	2	3	1	1	1	2	2	8	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	2
	5134	02	AUG	21:00	7	8	3	9	1	1	7	3	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	8	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	2
	5135	02	AUG	22:00	9	8	3	9	1	1	7	3	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	1	8	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	2
	5136	02	AUG	23:00	9	8	4	2	1	1	7	3	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	8	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	8
	5137	03	AUG	00:00	7	3	3	5	1	1	7	3	2	3	1	1	1	1	1	1	7	3	1	1	1	1	1	1	1	8	1	1	1	5	1	1	2	7	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	2	5	7	5	7	1	1	9	3
	5138	03	AUG	01:00	7	1	3	5	1	1	7	3	2	3	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	5	2	5	3	5	7	1	1	9	3
	5139	03	AUG	02:00	7	8	3	5	1	1	7	3	2	3	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	1	1	1	1	5	1	1	2	7	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	2	5	7	5	7	1	1	9	3
	5140	03	AUG	03:00	4	8	3	8	1	1	7	3	2	3	1	1	1	1	1	1	4	8	1	1	1	1	1	1	1	8	1	1	1	4	1	1	2	7	2	3	1	1	1	2	1	4	1	1	1	1	1	1	5	2	5	7	5	7	1	1	9	3
	5141	03	AUG	04:00	7	8	3	5	1	1	7	3	2	3	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	5	1	1	1	3	1	1	2	7	2	3	1	1	1	2	1	3	1	1	1	1	1	1	5	2	5	3	5	7	1	1	9	3
